Id medidor,Nombre Equipo,Fecha,KiloWattHora Fase 1,KiloWattHora Fase 2,KiloWattHora Fase 3,KiloWattHora Totales,KiloVoltAmpereReactivoHora Fase 1,KiloVoltAmpereReactivoHora Fase 2,KiloVoltAmpereReactivoHora Fase 3,KiloVoltAmpereReactivoHora Totales,KiloVoltAmpereHora Fase 1 ,KiloVoltAmpereHora Fase 2 ,KiloVoltAmpereHora Fase 3 ,KiloVoltAmpereHora Totales,Voltaje Fase 1 ,Voltaje Fase 2 ,Voltaje Fase 3,Corriente Fase 1 ,Corriente Fase 2 ,Corriente Fase 3 ,KiloWatts Fase 1,KiloWatts Fase 2 ,KiloWatts Fase 3 ,KiloWatts Totales,KiloVoltAmpereReactivo Fase 1 ,KiloVoltAmpereReactivo Fase 2 ,KiloVoltAmpereReactivo Fase 3 ,KiloVoltAmperesReactivo Totales,KiloVoltAmpere Fase 1 , KiloVoltAmpere Fase 2 ,KiloVoltAmpere Fase 3 ,KiloVoltAmpere Totales,Factor de Potencia Fase 1 ,Factor de Potencia Fase 2 , Factor de Potencia Fase 3,Factor de Potencia Total,Frecuencia Fase,kW import sliding window demand,kvar impor sliding window demand,kVA sliding window demand
912201,PM130EH,Mon Jun 24 00:01:46 CDT 2013,10902.0,7281.0,9027.0,75358.0,1296.0,194.0,4444.0005,24747.0,11229.0,8296.0,10186.0,80790.0,127.8,127.5,129.0,10.08,12.5,9.24,1.23,1.35,0.959,3.529,-0.103,-0.79,0.632,0.0,1.234,1.564,1.149,3.539,-0.997,-0.863,0.835,-0.997,60.01,3.829,0.273,3.845
912201,PM130EH,Mon Jun 24 00:06:45 CDT 2013,10902.0,7281.0,9027.0,75358.0,1296.0,194.0,4444.0005,24747.0,11229.0,8296.0,10186.0,80790.0,128.2,128.3,128.6,9.26,6.89,8.98,1.115,0.703,0.924,2.745,-0.131,-0.429,0.615,0.053,1.122,0.824,1.11,2.745,-0.993,-0.854,0.832,1.0,60.08,3.247,0.063,3.253
912201,PM130EH,Mon Jun 24 00:11:45 CDT 2013,10902.0,7281.0,9027.0,75358.0,1296.0,194.0,4444.0005,24747.0,11229.0,8296.0,10186.0,80790.0,128.1,127.6,129.3,9.18,12.47,9.15,1.106,1.327,0.94,3.392,-0.103,-0.827,0.642,0.0,1.111,1.564,1.138,3.404,-0.996,-0.849,0.826,-0.996,59.97,3.247,0.063,3.253
912201,PM130EH,Mon Jun 24 00:16:42 CDT 2013,10902.0,7281.0,9028.0,75358.0,1296.0,194.0,4444.0005,24747.0,11229.0,8297.0,10186.0,80790.0,128.4,127.6,128.5,8.88,12.05,9.46,1.076,1.251,0.98,3.302,-0.139,-0.821,0.648,0.0,1.085,1.496,1.175,3.316,-0.992,-0.836,0.834,-0.996,60.05,3.247,0.063,3.253
912201,PM130EH,Mon Jun 24 00:21:42 CDT 2013,10902.0,7281.0,9028.0,75359.0,1296.0,194.0,4444.0005,24747.0,11229.0,8297.0,10186.0,80791.0,127.3,128.5,128.9,15.22,6.25,9.5,1.891,0.626,0.995,3.503,0.274,-0.379,0.643,0.543,1.91,0.732,1.185,3.545,0.99,-0.855,0.84,0.988,59.96,3.002,0.044,3.009
912201,PM130EH,Mon Jun 24 00:26:45 CDT 2013,10902.0,7281.0,9028.0,75359.0,1296.0,194.0,4444.0005,24747.0,11229.0,8297.0,10186.0,80791.0,127.6,127.8,129.0,15.17,11.99,9.73,1.892,1.247,1.008,4.154,0.249,-0.817,0.673,0.111,1.908,1.49,1.212,4.155,0.991,-0.837,0.832,1.0,59.96,3.002,0.044,3.009
912201,PM130EH,Mon Jun 24 00:31:42 CDT 2013,10903.0,7281.0,9028.0,75359.0,1296.0,194.0,4444.0005,24747.0,11229.0,8297.0,10186.0,80791.0,127.4,127.9,129.7,15.54,11.84,9.39,1.926,1.249,0.97,4.14,0.272,-0.802,0.66,0.134,1.945,1.484,1.173,4.142,0.99,-0.842,0.827,0.999,59.95,3.002,0.044,3.009
912201,PM130EH,Mon Jun 24 00:36:42 CDT 2013,10903.0,7281.0,9028.0,75360.0,1296.0,194.0,4444.0005,24747.0,11230.0,8297.0,10186.0,80792.0,127.1,128.2,128.2,16.53,5.85,9.35,2.064,0.512,0.959,3.526,0.21,-0.41,0.645,0.444,2.075,0.655,1.155,3.554,0.995,-0.78,0.83,0.992,59.98,3.726,0.313,3.747
912201,PM130EH,Mon Jun 24 00:41:45 CDT 2013,10903.0,7281.0,9028.0,75360.0,1296.0,194.0,4444.0005,24747.0,11230.0,8297.0,10186.0,80792.0,128.0,127.5,128.3,10.09,11.89,9.19,1.233,1.232,0.936,3.387,-0.149,-0.809,0.639,0.0,1.242,1.474,1.133,3.402,-0.993,-0.836,0.826,-0.996,60.06,3.726,0.313,3.747
912201,PM130EH,Mon Jun 24 00:46:45 CDT 2013,10903.0,7281.0,9028.0,75360.0,1296.0,194.0,4444.0005,24747.0,11230.0,8297.0,10186.0,80792.0,128.1,127.5,128.3,9.68,11.92,9.23,1.188,1.235,0.938,3.372,-0.128,-0.81,0.645,0.0,1.195,1.477,1.138,3.385,-0.994,-0.836,0.824,-0.996,59.97,3.726,0.313,3.747
