Id medidor,Nombre Equipo,Fecha,KiloWattHora Fase 1,KiloWattHora Fase 2,KiloWattHora Fase 3,KiloWattHora Totales,KiloVoltAmpereReactivoHora Fase 1,KiloVoltAmpereReactivoHora Fase 2,KiloVoltAmpereReactivoHora Fase 3,KiloVoltAmpereReactivoHora Totales,KiloVoltAmpereHora Fase 1 ,KiloVoltAmpereHora Fase 2 ,KiloVoltAmpereHora Fase 3 ,KiloVoltAmpereHora Totales,Voltaje Fase 1 ,Voltaje Fase 2 ,Voltaje Fase 3,Corriente Fase 1 ,Corriente Fase 2 ,Corriente Fase 3 ,KiloWatts Fase 1,KiloWatts Fase 2 ,KiloWatts Fase 3 ,KiloWatts Totales,KiloVoltAmpereReactivo Fase 1 ,KiloVoltAmpereReactivo Fase 2 ,KiloVoltAmpereReactivo Fase 3 ,KiloVoltAmperesReactivo Totales,KiloVoltAmpere Fase 1 , KiloVoltAmpere Fase 2 ,KiloVoltAmpere Fase 3 ,KiloVoltAmpere Totales,Factor de Potencia Fase 1 ,Factor de Potencia Fase 2 , Factor de Potencia Fase 3,Factor de Potencia Total,Frecuencia Fase,kW import sliding window demand,kvar impor sliding window demand,kVA sliding window demand
968118,PM130EH,Thu Jun 27 00:02:27 CDT 2013,46427.0,73694.0,41083.0,161118.0,3877.0,5929.0,20105.0,14432.0,57901.0,76028.0,53483.0,167296.02,260.0,257.0,256.0,39.96,31.22,24.22,9.0,8.0,5.0,21.0,-5.0,-1.0,-4.0,0.0,10.0,8.0,6.0,24.0,-0.852,-0.986,-0.741,-0.89,59.97,28.0,0.0,32.0
968118,PM130EH,Thu Jun 27 00:07:27 CDT 2013,46428.0,73694.0,41083.0,161120.0,3877.0,5929.0,20105.0,14432.0,57902.0,76029.0,53483.0,167298.0,260.0,258.0,256.0,41.21,31.2,24.45,9.0,8.0,5.0,22.0,-5.0,-1.0,-4.0,0.0,11.0,8.0,6.0,24.0,-0.878,-0.996,-0.744,-0.909,59.96,28.0,0.0,32.0
968118,PM130EH,Thu Jun 27 00:12:27 CDT 2013,46430.0,73694.0,41083.0,161122.0,3877.0,5929.0,20105.0,14432.0,57903.0,76030.0,53483.0,167300.0,260.0,257.0,256.0,45.3,35.82,30.73,11.0,9.0,6.0,26.0,-5.0,-1.0,-4.0,0.0,12.0,9.0,8.0,28.0,-0.909,-0.99,-0.827,-0.927,60.04,28.0,0.0,32.0
968118,PM130EH,Thu Jun 27 00:17:27 CDT 2013,46432.004,73695.0,41083.0,161125.0,3877.0,5929.0,20106.0,14432.0,57905.0,76031.0,53484.0,167303.0,260.0,257.0,256.0,38.65,29.52,24.28,9.0,7.0,5.0,21.0,-5.0,-1.0,-4.0,0.0,10.0,7.0,6.0,23.0,-0.865,-0.987,-0.737,-0.892,60.03,26.0,0.0,28.0
968118,PM130EH,Thu Jun 27 00:22:27 CDT 2013,46433.0,73696.0,41084.0,161127.0,3877.0,5929.0,20106.0,14432.0,57905.0,76031.0,53487.0,167306.0,261.0,258.0,256.0,65.87,54.42,50.58,15.0,13.0,11.0,39.0,-8.0,-4.0,-7.0,0.0,17.0,14.0,13.0,44.0,-0.887,-0.957,-0.82,-0.896,59.99,26.0,0.0,28.0
968118,PM130EH,Thu Jun 27 00:27:27 CDT 2013,46433.0,73698.0,41085.0,161131.0,3877.0,5929.0,20106.0,14432.0,57906.0,76031.0,53489.0,167309.0,260.0,258.0,256.0,71.82,58.6,53.92,17.0,15.0,12.0,43.0,-8.0,-3.0,-7.0,0.0,19.0,15.0,14.0,47.0,-0.913,-0.977,-0.847,-0.923,60.06,26.0,0.0,28.0
968118,PM130EH,Thu Jun 27 00:32:27 CDT 2013,46433.0,73700.0,41087.0,161134.0,3877.0,5929.0,20106.0,14432.0,57908.0,76031.0,53491.0,167313.0,260.0,257.0,256.0,66.72,55.53,50.25,15.0,14.0,11.0,39.0,-8.0,-4.0,-7.0,0.0,17.0,14.0,13.0,44.0,-0.881,-0.958,-0.818,-0.895,59.97,37.0,0.0,42.0
968118,PM130EH,Thu Jun 27 00:37:27 CDT 2013,46435.0,73700.0,41088.0,161137.0,3877.0,5929.0,20106.0,14432.0,57911.0,76031.0,53492.0,167317.0,262.0,259.0,257.0,65.79,54.44,50.46,15.0,13.0,11.0,40.0,-8.0,-4.0,-7.0,0.0,17.0,14.0,13.0,44.0,-0.888,-0.957,-0.822,-0.897,60.03,37.0,0.0,42.0
968118,PM130EH,Thu Jun 27 00:42:27 CDT 2013,46438.0,73700.0,41088.0,161141.0,3877.0,5929.0,20106.0,14432.0,57913.0,76032.0,53493.0,167320.0,262.0,259.0,258.0,65.93,54.81,50.37,15.0,14.0,11.0,39.0,-8.0,-4.0,-7.0,0.0,17.0,14.0,13.0,44.0,-0.886,-0.958,-0.823,-0.898,60.02,37.0,0.0,42.0
968118,PM130EH,Thu Jun 27 00:47:27 CDT 2013,46440.0,73702.0,41089.0,161145.0,3877.0,5929.0,20106.0,14432.0,57916.0,76032.0,53494.0,167325.02,260.0,258.0,256.0,65.6,54.25,50.37,15.0,13.0,11.0,39.0,-8.0,-4.0,-7.0,0.0,17.0,14.0,13.0,43.0,-0.886,-0.956,-0.818,-0.895,60.04,45.0,0.0,49.0
